"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","ResourceName","Tags"
"Ensembl 113 EnsDb for Pseudonaja textilis","Gene and protein annotations for Pseudonaja textilis based on Ensembl version 113.","3.20","EBS10Xv2-PRI","ensembl","http://www.ensembl.org","113","Pseudonaja textilis","8673",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Ptextilis.v113.sqlite","EnsDb.Ptextilis.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Panthera tigris altaica","Gene and protein annotations for Panthera tigris altaica based on Ensembl version 113.","3.20","PanTig1.0","ensembl","http://www.ensembl.org","113","Panthera tigris altaica","74533",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Ptigris_altaica.v113.sqlite","EnsDb.Ptigris_altaica.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Pan troglodytes","Gene and protein annotations for Pan troglodytes based on Ensembl version 113.","3.20","Pan_tro_3.0","ensembl","http://www.ensembl.org","113","Pan troglodytes","9598",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Ptroglodytes.v113.sqlite","EnsDb.Ptroglodytes.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Pteropus vampyrus","Gene and protein annotations for Pteropus vampyrus based on Ensembl version 113.","3.20","pteVam1","ensembl","http://www.ensembl.org","113","Pteropus vampyrus","132908",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Pvampyrus.v113.sqlite","EnsDb.Pvampyrus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Pogona vitticeps","Gene and protein annotations for Pogona vitticeps based on Ensembl version 113.","3.20","pvi1.1","ensembl","http://www.ensembl.org","113","Pogona vitticeps","103695",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Pvitticeps.v113.sqlite","EnsDb.Pvitticeps.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Rhinopithecus bieti","Gene and protein annotations for Rhinopithecus bieti based on Ensembl version 113.","3.20","ASM169854v1","ensembl","http://www.ensembl.org","113","Rhinopithecus bieti","61621",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Rbieti.v113.sqlite","EnsDb.Rbieti.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Rhinolophus ferrumequinum","Gene and protein annotations for Rhinolophus ferrumequinum based on Ensembl version 113.","3.20","mRhiFer1_v1.p","ensembl","http://www.ensembl.org","113","Rhinolophus ferrumequinum","59479",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Rferrumequinum.v113.sqlite","EnsDb.Rferrumequinum.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Rattus norvegicus","Gene and protein annotations for Rattus norvegicus based on Ensembl version 113.","3.20","UTH_Rnor_SHRSP_BbbUtx_1.0","ensembl","http://www.ensembl.org","113","Rattus norvegicus","10116",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Rnorvegicus_shrspbbbutx.v113.sqlite","EnsDb.Rnorvegicus_shrspbbbutx.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Rattus norvegicus","Gene and protein annotations for Rattus norvegicus based on Ensembl version 113.","3.20","UTH_Rnor_SHR_Utx","ensembl","http://www.ensembl.org","113","Rattus norvegicus","10116",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Rnorvegicus_shrutx.v113.sqlite","EnsDb.Rnorvegicus_shrutx.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Rattus norvegicus","Gene and protein annotations for Rattus norvegicus based on Ensembl version 113.","3.20","UTH_Rnor_WKY_Bbb_1.0","ensembl","http://www.ensembl.org","113","Rattus norvegicus","10116",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Rnorvegicus_wkybbb.v113.sqlite","EnsDb.Rnorvegicus_wkybbb.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Rattus norvegicus","Gene and protein annotations for Rattus norvegicus based on Ensembl version 113.","3.20","mRatBN7.2","ensembl","http://www.ensembl.org","113","Rattus norvegicus","10116",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Rnorvegicus.v113.sqlite","EnsDb.Rnorvegicus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Rhinopithecus roxellana","Gene and protein annotations for Rhinopithecus roxellana based on Ensembl version 113.","3.20","Rrox_v1","ensembl","http://www.ensembl.org","113","Rhinopithecus roxellana","61622",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Rroxellana.v113.sqlite","EnsDb.Rroxellana.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sinocyclocheilus anshuiensis","Gene and protein annotations for Sinocyclocheilus anshuiensis based on Ensembl version 113.","3.20","SAMN03320099.WGS_v1.1","ensembl","http://www.ensembl.org","113","Sinocyclocheilus anshuiensis","1608454",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sanshuiensis.v113.sqlite","EnsDb.Sanshuiensis.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sorex araneus","Gene and protein annotations for Sorex araneus based on Ensembl version 113.","3.20","COMMON_SHREW1","ensembl","http://www.ensembl.org","113","Sorex araneus","42254",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Saraneus.v113.sqlite","EnsDb.Saraneus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sparus aurata","Gene and protein annotations for Sparus aurata based on Ensembl version 113.","3.20","fSpaAur1.1","ensembl","http://www.ensembl.org","113","Sparus aurata","8175",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Saurata.v113.sqlite","EnsDb.Saurata.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Saimiri boliviensis boliviensis","Gene and protein annotations for Saimiri boliviensis boliviensis based on Ensembl version 113.","3.20","SaiBol1.0","ensembl","http://www.ensembl.org","113","Saimiri boliviensis boliviensis","39432",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sboliviensis_boliviensis.v113.sqlite","EnsDb.Sboliviensis_boliviensis.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Struthio camelus australis","Gene and protein annotations for Struthio camelus australis based on Ensembl version 113.","3.20","ASM69896v1","ensembl","http://www.ensembl.org","113","Struthio camelus australis","441894",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Scamelus_australis.v113.sqlite","EnsDb.Scamelus_australis.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Serinus canaria","Gene and protein annotations for Serinus canaria based on Ensembl version 113.","3.20","SCA1","ensembl","http://www.ensembl.org","113","Serinus canaria","9135",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Scanaria.v113.sqlite","EnsDb.Scanaria.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Saccharomyces cerevisiae S288C","Gene and protein annotations for Saccharomyces cerevisiae S288C based on Ensembl version 113.","3.20","R64-1-1","ensembl","http://www.ensembl.org","113","Saccharomyces cerevisiae S288C","559292",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Scerevisiae_S288c.v113.sqlite","EnsDb.Scerevisiae_S288c.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Spermophilus dauricus","Gene and protein annotations for Spermophilus dauricus based on Ensembl version 113.","3.20","ASM240643v1","ensembl","http://www.ensembl.org","113","Spermophilus dauricus","99837",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sdauricus.v113.sqlite","EnsDb.Sdauricus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Seriola dumerili","Gene and protein annotations for Seriola dumerili based on Ensembl version 113.","3.20","Sdu_1.0","ensembl","http://www.ensembl.org","113","Seriola dumerili","41447",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sdumerili.v113.sqlite","EnsDb.Sdumerili.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Salarias fasciatus","Gene and protein annotations for Salarias fasciatus based on Ensembl version 113.","3.20","fSalaFa1.1","ensembl","http://www.ensembl.org","113","Salarias fasciatus","181472",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sfasciatus.v113.sqlite","EnsDb.Sfasciatus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Scleropages formosus","Gene and protein annotations for Scleropages formosus based on Ensembl version 113.","3.20","fSclFor1.1","ensembl","http://www.ensembl.org","113","Scleropages formosus","113540",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sformosus.v113.sqlite","EnsDb.Sformosus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sinocyclocheilus grahami","Gene and protein annotations for Sinocyclocheilus grahami based on Ensembl version 113.","3.20","SAMN03320097.WGS_v1.1","ensembl","http://www.ensembl.org","113","Sinocyclocheilus grahami","75366",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sgrahami.v113.sqlite","EnsDb.Sgrahami.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Strigops habroptila","Gene and protein annotations for Strigops habroptila based on Ensembl version 113.","3.20","bStrHab1_v1.p","ensembl","http://www.ensembl.org","113","Strigops habroptila","2489341",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Shabroptila.v113.sqlite","EnsDb.Shabroptila.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sarcophilus harrisii","Gene and protein annotations for Sarcophilus harrisii based on Ensembl version 113.","3.20","mSarHar1.11","ensembl","http://www.ensembl.org","113","Sarcophilus harrisii","9305",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sharrisii.v113.sqlite","EnsDb.Sharrisii.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Seriola lalandi dorsalis","Gene and protein annotations for Seriola lalandi dorsalis based on Ensembl version 113.","3.20","Sedor1","ensembl","http://www.ensembl.org","113","Seriola lalandi dorsalis","1841481",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Slalandi_dorsalis.v113.sqlite","EnsDb.Slalandi_dorsalis.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sander lucioperca","Gene and protein annotations for Sander lucioperca based on Ensembl version 113.","3.20","SLUC_FBN_1","ensembl","http://www.ensembl.org","113","Sander lucioperca","283035",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Slucioperca.v113.sqlite","EnsDb.Slucioperca.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Scophthalmus maximus","Gene and protein annotations for Scophthalmus maximus based on Ensembl version 113.","3.20","ASM1334776v1","ensembl","http://www.ensembl.org","113","Scophthalmus maximus","52904",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Smaximus.v113.sqlite","EnsDb.Smaximus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Salvator merianae","Gene and protein annotations for Salvator merianae based on Ensembl version 113.","3.20","HLtupMer3","ensembl","http://www.ensembl.org","113","Salvator merianae","96440",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Smerianae.v113.sqlite","EnsDb.Smerianae.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Strix occidentalis caurina","Gene and protein annotations for Strix occidentalis caurina based on Ensembl version 113.","3.20","Soccid_v01","ensembl","http://www.ensembl.org","113","Strix occidentalis caurina","311401",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Soccidentalis_caurina.v113.sqlite","EnsDb.Soccidentalis_caurina.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sphaeramia orbicularis","Gene and protein annotations for Sphaeramia orbicularis based on Ensembl version 113.","3.20","fSphaOr1.1","ensembl","http://www.ensembl.org","113","Sphaeramia orbicularis","375764",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sorbicularis.v113.sqlite","EnsDb.Sorbicularis.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Stegastes partitus","Gene and protein annotations for Stegastes partitus based on Ensembl version 113.","3.20","Stegastes_partitus-1.0.2","ensembl","http://www.ensembl.org","113","Stegastes partitus","144197",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Spartitus.v113.sqlite","EnsDb.Spartitus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sphenodon punctatus","Gene and protein annotations for Sphenodon punctatus based on Ensembl version 113.","3.20","ASM311381v1","ensembl","http://www.ensembl.org","113","Sphenodon punctatus","8508",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Spunctatus.v113.sqlite","EnsDb.Spunctatus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sinocyclocheilus rhinocerous","Gene and protein annotations for Sinocyclocheilus rhinocerous based on Ensembl version 113.","3.20","SAMN03320098_v1.1","ensembl","http://www.ensembl.org","113","Sinocyclocheilus rhinocerous","307959",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Srhinocerous.v113.sqlite","EnsDb.Srhinocerous.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Cyanoderma ruficeps","Gene and protein annotations for Cyanoderma ruficeps based on Ensembl version 113.","3.20","ASM869450v1","ensembl","http://www.ensembl.org","113","Cyanoderma ruficeps","181631",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sruficeps.v113.sqlite","EnsDb.Sruficeps.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Salmo salar","Gene and protein annotations for Salmo salar based on Ensembl version 113.","3.20","USDA_NASsal_1.1","ensembl","http://www.ensembl.org","113","Salmo salar","8030",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Ssalar_gca021399835v1.v113.sqlite","EnsDb.Ssalar_gca021399835v1.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Salmo salar","Gene and protein annotations for Salmo salar based on Ensembl version 113.","3.20","Ssal_Brian_v1.0","ensembl","http://www.ensembl.org","113","Salmo salar","8030",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Ssalar_gca923944775v1.v113.sqlite","EnsDb.Ssalar_gca923944775v1.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Salmo salar","Gene and protein annotations for Salmo salar based on Ensembl version 113.","3.20","Ssal_ALTA","ensembl","http://www.ensembl.org","113","Salmo salar","8030",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Ssalar_gca931346935v2.v113.sqlite","EnsDb.Ssalar_gca931346935v2.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Salmo salar","Gene and protein annotations for Salmo salar based on Ensembl version 113.","3.20","Ssal_v3.1","ensembl","http://www.ensembl.org","113","Salmo salar","8030",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Ssalar.v113.sqlite","EnsDb.Ssalar.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sus scrofa","Gene and protein annotations for Sus scrofa based on Ensembl version 113.","3.20","ASM764409v1","ensembl","http://www.ensembl.org","113","Sus scrofa","9823",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sscrofa_gca007644095v1.v113.sqlite","EnsDb.Sscrofa_gca007644095v1.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sus scrofa","Gene and protein annotations for Sus scrofa based on Ensembl version 113.","3.20","Ninghe_Sus_1","ensembl","http://www.ensembl.org","113","Sus scrofa","9823",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sscrofa_gca015776825v1.v113.sqlite","EnsDb.Sscrofa_gca015776825v1.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sus scrofa domesticus","Gene and protein annotations for Sus scrofa domesticus based on Ensembl version 113.","3.20","ASM1795798v1","ensembl","http://www.ensembl.org","113","Sus scrofa domesticus","9825",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sscrofa_gca017957985v1.v113.sqlite","EnsDb.Sscrofa_gca017957985v1.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sus scrofa","Gene and protein annotations for Sus scrofa based on Ensembl version 113.","3.20","ASM1855540v1","ensembl","http://www.ensembl.org","113","Sus scrofa","9823",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sscrofa_gca018555405v1.v113.sqlite","EnsDb.Sscrofa_gca018555405v1.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sus scrofa","Gene and protein annotations for Sus scrofa based on Ensembl version 113.","3.20","CAU-K","ensembl","http://www.ensembl.org","113","Sus scrofa","9823",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sscrofa_gca019290145v1.v113.sqlite","EnsDb.Sscrofa_gca019290145v1.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sus scrofa domesticus","Gene and protein annotations for Sus scrofa domesticus based on Ensembl version 113.","3.20","ASM2056790v1","ensembl","http://www.ensembl.org","113","Sus scrofa domesticus","9825",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sscrofa_gca020567905v1.v113.sqlite","EnsDb.Sscrofa_gca020567905v1.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sus scrofa","Gene and protein annotations for Sus scrofa based on Ensembl version 113.","3.20","ASM2165605v1","ensembl","http://www.ensembl.org","113","Sus scrofa","9823",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sscrofa_gca021656055v1.v113.sqlite","EnsDb.Sscrofa_gca021656055v1.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sus scrofa","Gene and protein annotations for Sus scrofa based on Ensembl version 113.","3.20","ASM2471841v1","ensembl","http://www.ensembl.org","113","Sus scrofa","9823",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sscrofa_gca024718415v1.v113.sqlite","EnsDb.Sscrofa_gca024718415v1.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sus scrofa","Gene and protein annotations for Sus scrofa based on Ensembl version 113.","3.20","Hampshire_pig_v1","ensembl","http://www.ensembl.org","113","Sus scrofa","9823",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sscrofa_hampshire.v113.sqlite","EnsDb.Sscrofa_hampshire.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sus scrofa","Gene and protein annotations for Sus scrofa based on Ensembl version 113.","3.20","Jinhua_pig_v1","ensembl","http://www.ensembl.org","113","Sus scrofa","9823",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sscrofa_jinhua.v113.sqlite","EnsDb.Sscrofa_jinhua.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sus scrofa","Gene and protein annotations for Sus scrofa based on Ensembl version 113.","3.20","Landrace_pig_v1","ensembl","http://www.ensembl.org","113","Sus scrofa","9823",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sscrofa_landrace.v113.sqlite","EnsDb.Sscrofa_landrace.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sus scrofa","Gene and protein annotations for Sus scrofa based on Ensembl version 113.","3.20","Large_White_v1","ensembl","http://www.ensembl.org","113","Sus scrofa","9823",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sscrofa_largewhite.v113.sqlite","EnsDb.Sscrofa_largewhite.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sus scrofa","Gene and protein annotations for Sus scrofa based on Ensembl version 113.","3.20","Meishan_pig_v1","ensembl","http://www.ensembl.org","113","Sus scrofa","9823",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sscrofa_meishan.v113.sqlite","EnsDb.Sscrofa_meishan.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sus scrofa","Gene and protein annotations for Sus scrofa based on Ensembl version 113.","3.20","Pietrain_pig_v1","ensembl","http://www.ensembl.org","113","Sus scrofa","9823",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sscrofa_pietrain.v113.sqlite","EnsDb.Sscrofa_pietrain.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sus scrofa","Gene and protein annotations for Sus scrofa based on Ensembl version 113.","3.20","Rongchang_pig_v1","ensembl","http://www.ensembl.org","113","Sus scrofa","9823",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sscrofa_rongchang.v113.sqlite","EnsDb.Sscrofa_rongchang.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sus scrofa","Gene and protein annotations for Sus scrofa based on Ensembl version 113.","3.20","Tibetan_Pig_v2","ensembl","http://www.ensembl.org","113","Sus scrofa","9823",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sscrofa_tibetan.v113.sqlite","EnsDb.Sscrofa_tibetan.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
